"Product_Collection","Vertical_Segment","Processor_Number","Status","Lithography","Recommended_Customer_Price","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency","Max_Turbo_Frequency","Cache","Bus_Speed","TDP","Embedded_Options_Available","Conflict_Free","Max_Memory_Size","Memory_Types","Max_nb_of_Memory_Channels","Max_Memory_Bandwidth","ECC_Memory_Supported","Processor_Graphics_","Graphics_Base_Frequency","Graphics_Max_Dynamic_Frequency","Graphics_Video_Max_Memory","Graphics_Output","Support_4k","Max_Resolution_HDMI","Max_Resolution_DP","Max_Resolution_eDP_Integrated_Flat_Panel","DirectX_Support","OpenGL_Support","PCI_Express_Revision","PCI_Express_Configurations_","Max_nb_of_PCI_Express_Lanes","T","Intel_Hyper_Threading_Technology_","Intel_Virtualization_Technology_VTx_","Intel_64_","Instruction_Set","Instruction_Set_Extensions","Idle_States","Thermal_Monitoring_Technologies","Secure_Key","Execute_Disable_Bit","Launch_Year","price_per_core","price_per_thread"
"Legacy Intel® Celeron® Processor","Desktop","G550T","End of Life","32 nm",303,2,2,2.2,3.3,2,"5 GT/s DMI",35,"No","","32 GB","DDR3 1066",2,"17 GB/s","",NA,"650 MHz","1.00 GHz","","",NA,"","","","",NA,"2","",NA,"65.0°C","No","Yes","Yes","64-bit","SSE4.1/4.2","Yes","Yes","","Yes",2012,151.5,151.5
"Legacy Intel® Celeron® Processor","Mobile","","End of Interactive Support","",303,1,4,0.466,3.3,0.125,"66 MHz FSB",20.7,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","","","","","","","","","",2013,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","450","End of Interactive Support","65 nm",303,1,4,2.2,3.3,0.5,"800 MHz FSB",35,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"60.4°C","No","No","Yes","64-bit","","Yes","Yes","","Yes",2008,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","523","End of Interactive Support","65 nm",303,1,4,0.93,3.3,1,"533 MHz FSB",5.5,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","No","No","Yes","64-bit","","","","","Yes",2007,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","540","End of Interactive Support","65 nm",303,1,4,1.86,3.3,1,"533 MHz FSB",30,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C,100°C","No","No","Yes","64-bit","","No","","","Yes",2007,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","","End of Interactive Support","180 nm",303,1,4,0.65,3.3,0.125,"100 MHz FSB",14,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","No","No","No","32-bit","","No","","","No",2013,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","","End of Interactive Support","130 nm",303,1,4,1.8,3.3,0.25,"400 MHz FSB",66.1,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","No","No","No","32-bit","","No","","","No",2013,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","","End of Interactive Support","130 nm",303,1,4,1.33,3.3,0.25,"133 MHz FSB",19,"Yes","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"85°C","","No","","32-bit","","","","","",2013,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","","End of Interactive Support","250 nm",303,1,4,0.5,3.3,0.125,"66 MHz FSB",27,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"70°C","No","No","No","32-bit","","No","","","No",2013,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","","End of Interactive Support","130 nm",303,1,4,2,3.3,0.125,"400 MHz FSB",52.8,"Yes","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"68°C","No","No","No","32-bit","","No","","","No",2002,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","","End of Interactive Support","130 nm",303,1,4,1.3,3.3,0.25,"100 MHz FSB",33.4,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"71°C","No","No","No","32-bit","","No","","","No",2013,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","423","End of Interactive Support","65 nm",303,1,4,1.06,3.3,1,"533 MHz FSB",5.5,"Yes","Yes","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","No","No","No","32-bit","","No","","","Yes",2006,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","360","End of Interactive Support","90 nm",303,1,4,1.4,3.3,1,"400 MHz FSB",21,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","No","No","No","32-bit","","No","","","Yes",2013,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","326","End of Interactive Support","90 nm",303,1,4,2.53,3.3,0.25,"533 MHz FSB",84,"Yes","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"67.7°C","","No","Yes","64-bit","","","","","Yes",2004,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","G555","End of Life","32 nm",52,2,2,2.7,3.3,2,"5 GT/s DMI",65,"No","","32 GB","DDR3 1066",2,"17 GB/s","",NA,"850 MHz","1.00 GHz","","",NA,"","","","",NA,"2","",NA,"69.1°C","No","Yes","Yes","64-bit","SSE4.1/4.2","Yes","Yes","","Yes",2012,26,26
"Legacy Intel® Celeron® Processor","Mobile","867","Launched","32 nm",303,2,2,1.3,3.3,2,"5 GT/s DMI",17,"No","Yes","16 GB","DDR3 1066/1333",2,"21.3 GB/s","No",NA,"350 MHz","1.00 GHz","","eDP/DP/HDMI/SDVO/CRT",NA,"","","","",NA,"2","1x16, 2x8, 1x8 2x4",16,"100C","No","Yes","Yes","64-bit","SSE4.x","Yes","Yes","","Yes",2012,151.5,151.5
"Legacy Intel® Celeron® Processor","Mobile","B840","Launched","32 nm",86,2,2,1.9,3.3,2,"5 GT/s DMI",35,"No","Yes","16 GB","DDR3 1066/1333",2,"21.3 GB/s","No",NA,"650 MHz","1.00 GHz","","eDP/DP/HDMI/SDVO/CRT",NA,"","","","",NA,"2","1x16, 2x8, 1x8 2x4",16,"100C","No","Yes","Yes","64-bit","","Yes","Yes","","Yes",2011,43,43
"Legacy Intel® Celeron® Processor","Mobile","B710","Launched","32 nm",303,1,1,1.6,3.3,1.5,"",35,"No","Yes","16 GB","DDR3 1066/1333",2,"21.3 GB/s","No",NA,"650 MHz","1.00 GHz","","eDP/DP/HDMI/SDVO/CRT",NA,"","","","",NA,"2","1x16, 2x8, 1x8 2x4",16,"100C","No","Yes","Yes","64-bit","SSE4.x","Yes","Yes","","Yes",2011,303,303
"Legacy Intel® Celeron® Processor","Desktop","G440","End of Life","32 nm",303,1,1,1.6,3.3,1,"5 GT/s DMI",35,"No","","32 GB","DDR3 1066",2,"17 GB/s","",NA,"650 MHz","1.00 GHz","","",NA,"","","","",NA,"2","",NA,"65.5°C","No","Yes","Yes","64-bit","SSE4.1/4.2","Yes","Yes","","Yes",2011,303,303
"Legacy Intel® Celeron® Processor","Mobile","","End of Interactive Support","",303,1,4,0.433,3.3,0.125,"66 MHz FSB",19.4,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","","","","","","","","","",2013,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","E3500","End of Interactive Support","45 nm",52,2,4,2.7,3.3,1,"800 MHz FSB",65,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"74.1°C","No","Yes","Yes","64-bit","SSE2, SSE3, SSSE3","Yes","Yes","","Yes",2010,26,13
"Legacy Intel® Celeron® Processor","Mobile","T1700","End of Interactive Support","65 nm",303,2,4,1.83,3.3,1,"667 MHz FSB",35,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","No","No","Yes","64-bit","","","","","Yes",2008,151.5,75.75
"Legacy Intel® Celeron® Processor","Mobile","550","End of Interactive Support","65 nm",303,1,4,2,3.3,1,"533 MHz FSB",31,"Yes","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","No","No","Yes","64-bit","","No","","","Yes",2006,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","","End of Interactive Support","180 nm",303,1,4,0.6,3.3,0.125,"100 MHz FSB",13,"Yes","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","","No","","32-bit","","","","","",2013,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","","End of Interactive Support","130 nm",303,1,4,1.7,3.3,0.25,"400 MHz FSB",30,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","No","No","No","32-bit","","No","","","No",2013,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","","End of Interactive Support","250 nm",303,1,4,0.433,3.3,0.125,"66 MHz FSB",24.1,"Yes","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"85°C","No","No","No","32-bit","","No","","","No",2099,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","","End of Interactive Support","130 nm",303,1,4,1.2,3.3,0.25,"100 MHz FSB",32.1,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"70°C","No","No","No","32-bit","","No","","","No",2013,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","450","End of Interactive Support","65 nm",303,1,4,2,3.3,1,"533 MHz FSB",27,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","No","No","No","32-bit","","No","","","Yes",2013,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","350","End of Interactive Support","90 nm",303,1,4,1.3,3.3,1,"400 MHz FSB",21,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","No","No","No","32-bit","","No","","","Yes",2013,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","325","End of Interactive Support","90 nm",303,1,4,2.53,3.3,0.25,"533 MHz FSB",73,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"67°C","No","No","No","32-bit","","No","","","No",2004,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","877","Launched","32 nm",303,2,2,1.4,3.3,2,"5 GT/s DMI",17,"No","Yes","16 GB","DDR3 1066/1333",2,"21.3 GB/s","No",NA,"350 MHz","1.00 GHz","","eDP/DP/HDMI/SDVO/CRT ",NA,"","","","",NA,"2","1x16, 2x8, 1x8 2x4",16,"100C","No","Yes","Yes","64-bit","SSE4.x","Yes","Yes","","Yes",2012,151.5,151.5
"Legacy Intel® Celeron® Processor","Mobile","B720","Launched","32 nm",303,1,1,1.7,3.3,1.5,"5 GT/s DMI",35,"No","Yes","16 GB","DDR3 1066/1333",2,"21.3 GB/s","No",NA,"650 MHz","1.00 GHz","","eDP/DP/HDMI/SDVO/CRT",NA,"","","","",NA,"2","1x16, 2x8, 1x8 2x4",16,"100C","No","Yes","Yes","64-bit","SSE4.x","Yes","Yes","","Yes",2012,303,303
"Legacy Intel® Celeron® Processor","Desktop","G460","End of Life","32 nm",37,1,2,1.8,3.3,1.5,"5 GT/s DMI",35,"No","","32 GB","DDR3 1066",2,"17 GB/s","",NA,"650 MHz","1.00 GHz","","",NA,"","","","",NA,"2","",NA,"65.5°C","Yes","Yes","Yes","64-bit","SSE4.1/4.2","Yes","Yes","","Yes",2011,37,18.5
"Legacy Intel® Celeron® Processor","Mobile","","End of Interactive Support","",303,1,4,0.4,3.3,0.125,"66 MHz FSB",13.8,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","","","","","","","","","",2013,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","E3400","End of Interactive Support","45 nm",42,2,4,2.6,3.3,1,"800 MHz FSB",65,"Yes","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"74.1°C","No","Yes","Yes","64-bit","","Yes","Yes","","Yes",2010,21,10.5
"Legacy Intel® Celeron® Processor","Mobile","T3500","End of Interactive Support","45 nm",303,2,4,2.1,3.3,1,"800 MHz FSB",35,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"","","","","64-bit","","","","","",2010,151.5,75.75
"Legacy Intel® Celeron® Processor","Mobile","T1600","End of Interactive Support","65 nm",303,2,4,1.66,3.3,1,"667 MHz FSB",35,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","No","No","Yes","64-bit","","No","","","Yes",2008,151.5,75.75
"Legacy Intel® Celeron® Processor","Desktop","E1200","End of Interactive Support","65 nm",303,2,4,1.6,3.3,0.5,"800 MHz FSB",65,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"73.3°C","No","No","Yes","64-bit","","Yes","Yes","","Yes",2008,151.5,75.75
"Legacy Intel® Celeron® Processor","Mobile","560","End of Interactive Support","65 nm",303,1,4,2.13,3.3,1,"533 MHz FSB",31,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C,100°C","No","No","Yes","64-bit","","No","","","Yes",2008,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","215","End of Interactive Support","65 nm",303,1,4,1.33,3.3,0.5,"533 MHz FSB",27,"Yes","Yes","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"","","","","32-bit","","","","","Yes",2013,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","","End of Interactive Support","",303,1,4,0.55,3.3,0.125,"100 MHz FSB",47,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"","","","","32-bit","","","","","",2013,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","","End of Interactive Support","130 nm",303,1,4,1.6,3.3,0.25,"400 MHz FSB",30,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","No","No","No","32-bit","","No","","","No",2004,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","","End of Interactive Support","250 nm",303,1,4,0.4,3.3,0.125,"66 MHz FSB",23.7,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"85°C","No","No","No","32-bit","","No","","","No",2013,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","","End of Interactive Support","130 nm",303,1,4,1.2,3.3,0.25,"133 MHz FSB",24.4,"Yes","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","","No","","32-bit","","","","","",2013,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","","End of Interactive Support","130 nm",303,1,4,1.8,3.3,0.125,"400 MHz FSB",66.1,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"77°C","No","No","No","32-bit","","No","","","No",2013,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","","End of Interactive Support","130 nm",303,1,4,1.1,3.3,0.25,"100 MHz FSB",28.9,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"69°C","No","No","No","32-bit","","No","","","No",2013,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","440","End of Interactive Support","65 nm",303,1,4,1.86,3.3,1,"533 MHz FSB",27,"Yes","Yes","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","No","No","No","32-bit","","No","","","Yes",2006,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","340","End of Interactive Support","130 nm",303,1,4,1.5,3.3,0.5,"400 MHz FSB",24.5,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","No","No","No","32-bit","","No","","","No",2013,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","320","End of Interactive Support","90 nm",303,1,4,2.4,3.3,0.25,"533 MHz FSB",73,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"67°C","No","No","No","32-bit","","No","","","No",2004,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","G465","End of Life","32 nm",37,1,2,1.9,3.3,1.5,"5 GT/s DMI",35,"No","","32 GB","DDR3 1066",2,"17 GB/s","",NA,"650 MHz","1.00 GHz","","",NA,"","","","",NA,"2","",NA,"65.5°C","Yes","Yes","Yes","64-bit","SSE4.1/4.2","Yes","Yes","","Yes",2012,37,18.5
"Legacy Intel® Celeron® Processor","Mobile","887","Launched","32 nm",303,2,2,1.5,3.3,2,"5 GT/s DMI",17,"No","Yes","16 GB","DDR3 1066/1333",2,"21.3 GB/s","No",NA,"350 MHz","1.00 GHz","","eDP/DP/HDMI/SDVO/CRT ",NA,"","","","",NA,"2","1x16, 2x8, 1x8 2x4",16,"100C","No","Yes","Yes","64-bit","SSE4.x","Yes","Yes","","Yes",2012,151.5,151.5
"Legacy Intel® Celeron® Processor","Embedded","725C","Launched","",90,1,2,1.3,3.3,1.5,"",10,"Yes","Yes","16 GB","DDR3 1066/1333",1,"21.3 GB/s","Yes",NA,"","","","",NA,"","","","",NA,"2","1x16 or 2x8 or 1x8  2x4",16,"100°C","Yes","Yes","Yes","64-bit","AVX, AES-NI","Yes","Yes","","Yes",2012,90,45
"Legacy Intel® Celeron® Processor","Mobile","P4600","End of Interactive Support","32 nm",303,2,2,2,3.3,2,"2.5 GT/s DMI",35,"No","","8 GB","DDR3 800/1066 ",2,"17.1 GB/s","No",NA,"500 MHz","667 MHz","","",NA,"","","","",NA,"2","1x16",16,"90°C","No","Yes","Yes","64-bit","","Yes","Yes","","Yes",2010,151.5,151.5
"Legacy Intel® Celeron® Processor","Mobile","U3600","End of Interactive Support","32 nm",134,2,2,1.2,3.3,2,"2.5 GT/s DMI",18,"No","","8 GB","DDR3 800",2,"12.8 GB/s","No",NA,"166 MHz","500 MHz","","",NA,"","","","",NA,"2","1x16",16,"105°C","No","Yes","Yes","64-bit","","Yes","Yes","","Yes",2011,67,67
"Legacy Intel® Celeron® Processor","Mobile","","End of Interactive Support","",303,1,4,0.366,3.3,0.125,"66 MHz FSB",13.1,"Yes","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","","","","","","","","","",2013,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","T3300","End of Interactive Support","45 nm",303,2,4,2,3.3,1,"800 MHz FSB",35,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"","No","No","Yes","64-bit","","","","","Yes",2010,151.5,75.75
"Legacy Intel® Celeron® Processor","Desktop","E3300","End of Interactive Support","45 nm",47,2,4,2.5,3.3,1,"800 MHz FSB",65,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"74.1°C","No","Yes","Yes","64-bit","","Yes","Yes","","Yes",2009,23.5,11.75
"Legacy Intel® Celeron® Processor","Mobile","900","End of Interactive Support","45 nm",303,1,4,2.2,3.3,1,"800 MHz FSB",35,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"105°C","No","No","Yes","64-bit","","","","","Yes",2009,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","743","End of Interactive Support","45 nm",303,1,4,1.3,3.3,1,"800 MHz FSB",10,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","","No","","64-bit","","","","","",2009,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","570","End of Interactive Support","65 nm",303,1,4,2.26,3.3,1,"533 MHz FSB",31,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"","No","No","Yes","64-bit","","No","","","No",2008,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","E1400","End of Interactive Support","65 nm",303,2,4,2,3.3,0.5,"800 MHz FSB",65,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"73.3°C","No","No","Yes","64-bit","","Yes","Yes","","Yes",2008,151.5,75.75
"Legacy Intel® Celeron® Processor","Desktop","440","End of Interactive Support","65 nm",303,1,4,2,3.3,0.5,"800 MHz FSB",35,"Yes","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"60.4°C","No","No","Yes","64-bit","","No","Yes","","Yes",2006,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","","End of Interactive Support","",303,1,4,0.5,3.3,0.125,"100 MHz FSB",47,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"","","","","32-bit","","","","","",2013,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","","End of Interactive Support","130 nm",303,1,4,1.5,3.3,0.25,"400 MHz FSB",30,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","No","No","No","32-bit","","No","","","No",2004,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","","End of Interactive Support","250 nm",303,1,4,0.366,3.3,0.125,"66 MHz FSB",21.7,"Yes","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"85°C","No","No","No","32-bit","","No","","","No",2099,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","","End of Interactive Support","130 nm",303,1,4,1.13,3.3,0.25,"133 MHz FSB",23.8,"Yes","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","","No","","32-bit","","","","","",2013,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","","End of Interactive Support","130 nm",303,1,4,1.7,3.3,0.125,"400 MHz FSB",63.5,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"76°C","No","No","No","32-bit","","No","","","No",2002,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","430","End of Interactive Support","65 nm",303,1,4,1.73,3.3,1,"533 MHz FSB",27,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","No","No","No","32-bit","","No","","","Yes",2013,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","","End of Interactive Support","180 nm",303,1,4,1.1,3.3,0.125,"100 MHz FSB",33,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"77°C","No","No","No","32-bit","","No","","","No",2013,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","330","End of Interactive Support","130 nm",303,1,4,1.4,3.3,0.5,"400 MHz FSB",24.5,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","No","No","No","32-bit","","No","","","No",2013,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","315J","End of Interactive Support","90 nm",303,1,4,2.26,3.3,0.25,"533 MHz FSB",73,"No","","","",NA,"","No",NA,"","","","",NA,"","","","",NA,"","",NA,"67°C","No","No","No","32-bit","","No","","","No",2004,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","G470","Launched","32 nm",37,1,2,2,3.3,1.5,"5 GT/s DMI",35,"No","Yes","32 GB","DDR3 1066/1333",2,"17 GB/s","",NA,"650 MHz","1.00 GHz","","",NA,"","","","",NA,"2","",NA,"65.5°C","Yes","Yes","Yes","64-bit","SSE4.1/4.2","Yes","Yes","","Yes",2013,37,18.5
"Legacy Intel® Celeron® Processor","Mobile","787","Launched","32 nm",303,1,1,1.3,3.3,1.5,"5 GT/s DMI",17,"No","Yes","16 GB","DDR3 1066/1333",2,"21.3 GB/s","No",NA,"350 MHz","950 MHz","","eDP/DP/HDMI/SDVO/CRT",NA,"","","","",NA,"2","1x16, 2x8, 1x8 2x4",16,"100C","No","Yes","Yes","64-bit","SSE4.x","Yes","Yes","","Yes",2011,303,303
"Legacy Intel® Celeron® Processor","Mobile","925","Launched","45 nm",303,1,4,2.3,3.3,1,"800 MHz FSB",35,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"105°C","No","No","Yes","64-bit","","","","","Yes",2011,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","U3405","End of Interactive Support","32 nm",105,2,2,1.06,3.3,2,"2.5 GT/s DMI",18,"Yes","Yes","8 GB","DDR3 800/1066 ",2,"17.1 GB/s","Yes",NA,"166 MHz","500 MHz","","",NA,"","","","",NA,"2","1x16, 2x8",16,"90°C ","No","Yes","Yes","64-bit","","Yes","Yes","","Yes",2010,52.5,52.5
"Legacy Intel® Celeron® Processor","Mobile","","End of Interactive Support","",303,1,4,0.3,3.3,0.125,"66 MHz FSB",11.8,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"100°C","","","","","","","","","",2013,303,75.75
"Legacy Intel® Celeron® Processor","Desktop","320","End of Interactive Support","90 nm",303,1,4,2.4,3.3,0.25,"533 MHz FSB",84,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"67.7°C","","","","","","","","","Yes",2013,303,75.75
"Legacy Intel® Celeron® Processor","Mobile","P4505","End of Interactive Support","32 nm",68,2,2,1.86,3.3,2,"2.5 GT/s DMI",35,"Yes","Yes","8 GB","DDR3 800/1066 ",2,"17.1 GB/s","Yes",NA,"500 MHz","667 MHz","","",NA,"","","","",NA,"2","1X16, 2X8",16,"90°C","No","Yes","Yes","64-bit","","Yes","Yes","","Yes",2010,34,34
"Legacy Intel® Celeron® Processor","Desktop","E3200","End of Interactive Support","45 nm",47,2,4,2.4,3.3,1,"800 MHz FSB",65,"No","","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"74.1°C","No","Yes","Yes","64-bit","","Yes","Yes","","Yes",2009,23.5,11.75
"Legacy Intel® Celeron® Processor","Mobile","723","End of Interactive Support","45 nm",87,1,4,1.2,3.3,1,"800 MHz FSB",10,"Yes","Yes","","",NA,"","",NA,"","","","",NA,"","","","",NA,"","",NA,"105°C","No","No","Yes","64-bit","","","","","Yes",2008,87,21.75
